	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa
OG0015519				FOXG_01771-t26_3-p1					
OG0015520				FOXG_01826-t26_1-p1					
OG0015521				FOXG_01843-t26_1-p1					
OG0015522				FOXG_01845-t26_4-p1					
OG0015523				FOXG_01864-t26_1-p1					
OG0015524				FOXG_01867-t26_1-p1					
OG0015525				FOXG_01868-t26_1-p1					
OG0015526				FOXG_01879-t26_1-p1					
OG0015527				FOXG_01879-t26_2-p1					
OG0015528				FOXG_01898-t26_3-p1					
OG0015529				FOXG_01925-t26_1-p1					
OG0015530				FOXG_01946-t26_4-p1					
OG0015531				FOXG_01946-t26_5-p1					
OG0015532				FOXG_01946-t26_7-p1					
OG0015533				FOXG_01954-t26_1-p1					
OG0015534				FOXG_01973-t26_1-p1					
OG0015535				FOXG_01973-t26_2-p1					
OG0015536				FOXG_02001-t26_3-p1					
OG0015537				FOXG_02001-t26_4-p1					
OG0015538				FOXG_02040-t26_1-p1					
OG0015539				FOXG_02041-t26_1-p1					
OG0015540				FOXG_02044-t26_1-p1					
OG0015541				FOXG_02053-t26_1-p1					
OG0015542				FOXG_02061-t26_1-p1					
OG0015543				FOXG_02061-t26_2-p1					
OG0015544				FOXG_02061-t26_3-p1					
OG0015545				FOXG_02069-t26_1-p1					
OG0015546				FOXG_02089-t26_1-p1					
OG0015547				FOXG_02166-t26_1-p1					
OG0015548				FOXG_02175-t26_1-p1					
OG0015549				FOXG_02189-t26_1-p1					
OG0015550				FOXG_02223-t26_1-p1					
OG0015551				FOXG_02228-t26_1-p1					
OG0015552				FOXG_02239-t26_1-p1					
OG0015553				FOXG_02245-t26_1-p1					
OG0015554				FOXG_02257-t26_2-p1					
OG0015555				FOXG_02264-t26_1-p1					
OG0015556				FOXG_02292-t26_1-p1					
OG0015557				FOXG_02292-t26_2-p1					
OG0015558				FOXG_02316-t26_1-p1					
OG0015559				FOXG_02323-t26_1-p1					
OG0015560				FOXG_02329-t26_1-p1					
OG0015561				FOXG_02335-t26_1-p1					
OG0015562				FOXG_02342-t26_3-p1					
OG0015563				FOXG_02343-t26_1-p1					
OG0015564				FOXG_02346-t26_1-p1					
OG0015565				FOXG_02358-t26_1-p1					
OG0015566				FOXG_02360-t26_1-p1					
OG0015567				FOXG_02371-t26_1-p1					
OG0015568				FOXG_02378-t26_1-p1					
OG0015569				FOXG_02388-t26_1-p1					
OG0015570				FOXG_02391-t26_1-p1					
OG0015571				FOXG_02396-t26_1-p1					
OG0015572				FOXG_02398-t26_1-p1					
OG0015573				FOXG_02399-t26_3-p1					
OG0015574				FOXG_02399-t26_4-p1					
OG0015575				FOXG_02399-t26_5-p1					
OG0015576				FOXG_02404-t26_1-p1					
OG0015577				FOXG_02407-t26_1-p1					
OG0015578				FOXG_02408-t26_1-p1					
OG0015579				FOXG_02410-t26_1-p1					
OG0015580				FOXG_02412-t26_1-p1					
OG0015581				FOXG_02413-t26_1-p1					
OG0015582				FOXG_02415-t26_2-p1					
OG0015583				FOXG_02434-t26_1-p1					
OG0015584				FOXG_02435-t26_1-p1					
OG0015585				FOXG_02451-t26_1-p1					
OG0015586				FOXG_02455-t26_1-p1					
OG0015587				FOXG_02466-t26_1-p1					
OG0015588				FOXG_02484-t26_1-p1					
OG0015589				FOXG_02485-t26_1-p1					
OG0015590				FOXG_02488-t26_1-p1					
OG0015591				FOXG_02489-t26_1-p1					
OG0015592				FOXG_02490-t26_1-p1					
OG0015593				FOXG_02493-t26_1-p1					
OG0015594				FOXG_02495-t26_1-p1					
OG0015595				FOXG_02496-t26_1-p1					
OG0015596				FOXG_02497-t26_1-p1					
OG0015597				FOXG_02498-t26_1-p1					
OG0015598				FOXG_02499-t26_1-p1					
OG0015599				FOXG_02499-t26_2-p1					
OG0015600				FOXG_02502-t26_1-p1					
OG0015601				FOXG_02508-t26_1-p1					
OG0015602				FOXG_02511-t26_1-p1					
OG0015603				FOXG_02513-t26_1-p1					
OG0015604				FOXG_02514-t26_1-p1					
OG0015605				FOXG_02516-t26_1-p1					
OG0015606				FOXG_02519-t26_1-p1					
OG0015607				FOXG_02526-t26_1-p1					
OG0015608				FOXG_02527-t26_1-p1					
OG0015609				FOXG_02527-t26_2-p1					
OG0015610				FOXG_02531-t26_1-p1					
OG0015611				FOXG_02541-t26_1-p1					
OG0015612				FOXG_02541-t26_2-p1					
OG0015613				FOXG_02543-t26_1-p1					
OG0015614				FOXG_02547-t26_1-p1					
OG0015615				FOXG_02548-t26_1-p1					
OG0015616				FOXG_02550-t26_1-p1					
OG0015617				FOXG_02551-t26_1-p1					
OG0015618				FOXG_02559-t26_1-p1					
OG0015619				FOXG_02564-t26_1-p1					
OG0015620				FOXG_02567-t26_1-p1					
OG0015621				FOXG_02568-t26_1-p1					
OG0015622				FOXG_02569-t26_1-p1					
OG0015623				FOXG_02570-t26_1-p1					
OG0015624				FOXG_02571-t26_1-p1					
OG0015625				FOXG_02575-t26_1-p1					
OG0015626				FOXG_02580-t26_1-p1					
OG0015627				FOXG_02581-t26_1-p1					
OG0015628				FOXG_02584-t26_1-p1					
OG0015629				FOXG_02589-t26_1-p1					
OG0015630				FOXG_02590-t26_1-p1					
OG0015631				FOXG_02596-t26_1-p1					
OG0015632				FOXG_02599-t26_1-p1					
OG0015633				FOXG_02602-t26_1-p1					
OG0015634				FOXG_02609-t26_1-p1					
OG0015635				FOXG_02613-t26_1-p1					
OG0015636				FOXG_02621-t26_1-p1					
OG0015637				FOXG_02622-t26_1-p1					
OG0015638				FOXG_02623-t26_1-p1					
OG0015639				FOXG_02625-t26_1-p1					
OG0015640				FOXG_02626-t26_1-p1					
OG0015641				FOXG_02632-t26_1-p1					
OG0015642				FOXG_02637-t26_1-p1					
OG0015643				FOXG_02639-t26_1-p1					
OG0015644				FOXG_02640-t26_1-p1					
OG0015645				FOXG_02648-t26_1-p1					
OG0015646				FOXG_15174-t26_1-p1					
OG0015647				FOXG_15178-t26_2-p1					
OG0015648				FOXG_15187-t26_1-p1					
OG0015649				FOXG_15191-t26_1-p1					
OG0015650				FOXG_15201-t26_1-p1					
OG0015651				FOXG_15204-t26_1-p1					
OG0015652				FOXG_15210-t26_1-p1					
OG0015653				FOXG_15214-t26_1-p1					
OG0015654				FOXG_15215-t26_1-p1					
OG0015655				FOXG_15217-t26_1-p1					
OG0015656				FOXG_15223-t26_1-p1					
OG0015657				FOXG_15228-t26_1-p1					
OG0015658				FOXG_15256-t26_1-p1					
OG0015659				FOXG_15260-t26_1-p1					
OG0015660				FOXG_15262-t26_1-p1					
OG0015661				FOXG_15271-t26_1-p1					
OG0015662				FOXG_15272-t26_1-p1					
OG0015663				FOXG_15276-t26_1-p1					
OG0015664				FOXG_15283-t26_1-p1					
OG0015665				FOXG_15284-t26_1-p1					
OG0015666				FOXG_15289-t26_1-p1					
OG0015667				FOXG_15297-t26_1-p1					
OG0015668				FOXG_15302-t26_1-p1					
OG0015669				FOXG_15303-t26_1-p1					
OG0015670				FOXG_15306-t26_1-p1					
OG0015671				FOXG_15307-t26_1-p1					
OG0015672				FOXG_15308-t26_1-p1					
OG0015673				FOXG_15310-t26_1-p1					
OG0015674				FOXG_15323-t26_1-p1					
OG0015675				FOXG_15326-t26_1-p1					
OG0015676				FOXG_15336-t26_1-p1					
OG0015677				FOXG_15339-t26_1-p1					
OG0015678				FOXG_15348-t26_1-p1					
OG0015679				FOXG_15348-t26_2-p1					
OG0015680				FOXG_15355-t26_1-p1					
OG0015681				FOXG_15361-t26_2-p1					
OG0015682				FOXG_15369-t26_1-p1					
OG0015683				FOXG_15370-t26_1-p1					
OG0015684				FOXG_15371-t26_1-p1					
OG0015685				FOXG_15376-t26_1-p1					
OG0015686				FOXG_15378-t26_1-p1					
OG0015687				FOXG_15379-t26_1-p1					
OG0015688				FOXG_15381-t26_1-p1					
OG0015689				FOXG_15386-t26_1-p1					
OG0015690				FOXG_15387-t26_1-p1					
OG0015691				FOXG_15395-t26_1-p1					
OG0015692				FOXG_15421-t26_1-p1					
OG0015693				FOXG_15429-t26_1-p1					
OG0015694				FOXG_15432-t26_1-p1					
OG0015695				FOXG_15439-t26_1-p1					
OG0015696				FOXG_15451-t26_1-p1					
OG0015697				FOXG_15453-t26_1-p1					
OG0015698				FOXG_15462-t26_1-p1					
OG0015699				FOXG_15466-t26_1-p1					
OG0015700				FOXG_15466-t26_2-p1					
OG0015701				FOXG_15467-t26_1-p1					
OG0015702				FOXG_15468-t26_1-p1					
OG0015703				FOXG_15475-t26_1-p1					
OG0015704				FOXG_18099-t26_1-p1					
OG0015705				FOXG_18100-t26_1-p1					
OG0015706				FOXG_18103-t26_1-p1					
OG0015707				FOXG_18105-t26_1-p1					
OG0015708				FOXG_18106-t26_1-p1					
OG0015709				FOXG_18107-t26_1-p1					
OG0015710				FOXG_18108-t26_1-p1					
OG0015711				FOXG_18108-t26_2-p1					
OG0015712				FOXG_18108-t26_3-p1					
OG0015713				FOXG_18108-t26_4-p1					
OG0015714				FOXG_18108-t26_5-p1					
OG0015715				FOXG_18114-t26_1-p1					
OG0015716				FOXG_18119-t26_1-p1					
OG0015717				FOXG_18120-t26_1-p1					
OG0015718				FOXG_18121-t26_1-p1					
OG0015719				FOXG_18122-t26_1-p1					
OG0015720				FOXG_18123-t26_1-p1					
OG0015721				FOXG_18126-t26_1-p1					
OG0015722				FOXG_18127-t26_1-p1					
OG0015723				FOXG_18130-t26_1-p1					
OG0015724				FOXG_18131-t26_1-p1					
OG0015725				FOXG_18132-t26_1-p1					
OG0015726				FOXG_18134-t26_1-p1					
OG0015727				FOXG_18135-t26_1-p1					
OG0015728				FOXG_18136-t26_1-p1					
OG0015729				FOXG_18137-t26_1-p1					
OG0015730				FOXG_18138-t26_1-p1					
OG0015731				FOXG_18139-t26_1-p1					
OG0015732				FOXG_18139-t26_2-p1					
OG0015733				FOXG_18140-t26_1-p1					
OG0015734				FOXG_18142-t26_1-p1					
OG0015735				FOXG_18143-t26_1-p1					
OG0015736				FOXG_18144-t26_1-p1					
OG0015737				FOXG_18145-t26_1-p1					
OG0015738				FOXG_18146-t26_1-p1					
OG0015739				FOXG_18148-t26_1-p1					
OG0015740				FOXG_18149-t26_1-p1					
OG0015741				FOXG_18150-t26_1-p1					
OG0015742				FOXG_18152-t26_1-p1					
OG0015743				FOXG_18153-t26_1-p1					
OG0015744				FOXG_18155-t26_1-p1					
OG0015745				FOXG_18157-t26_1-p1					
OG0015746				FOXG_18158-t26_1-p1					
OG0015747				FOXG_18159-t26_1-p1					
OG0015748				FOXG_18159-t26_2-p1					
OG0015749				FOXG_18159-t26_3-p1					
OG0015750				FOXG_18159-t26_4-p1					
OG0015751				FOXG_18159-t26_5-p1					
OG0015752				FOXG_18161-t26_1-p1					
OG0015753				FOXG_18163-t26_1-p1					
OG0015754				FOXG_18164-t26_1-p1					
OG0015755				FOXG_18165-t26_1-p1					
OG0015756				FOXG_18168-t26_1-p1					
OG0015757				FOXG_18169-t26_1-p1					
OG0015758				FOXG_18171-t26_1-p1					
OG0015759				FOXG_18172-t26_1-p1					
OG0015760				FOXG_18173-t26_1-p1					
OG0015761				FOXG_18174-t26_1-p1					
OG0015762				FOXG_18175-t26_1-p1					
OG0015763				FOXG_18176-t26_1-p1					
OG0015764				FOXG_18177-t26_1-p1					
OG0015765				FOXG_18178-t26_1-p1					
OG0015766				FOXG_18179-t26_1-p1					
OG0015767				FOXG_18180-t26_1-p1					
OG0015768				FOXG_18181-t26_1-p1					
OG0015769				FOXG_18182-t26_1-p1					
OG0015770				FOXG_18183-t26_1-p1					
OG0015771				FOXG_18185-t26_1-p1					
OG0015772				FOXG_18186-t26_1-p1					
OG0015773				FOXG_18187-t26_1-p1					
OG0015774				FOXG_18187-t26_2-p1					
OG0015775				FOXG_18188-t26_1-p1					
OG0015776				FOXG_18189-t26_1-p1					
OG0015777				FOXG_18190-t26_1-p1					
OG0015778				FOXG_18191-t26_1-p1					
OG0015779				FOXG_18192-t26_1-p1					
OG0015780				FOXG_18192-t26_2-p1					
OG0015781				FOXG_18196-t26_1-p1					
OG0015782				FOXG_18197-t26_1-p1					
OG0015783				FOXG_18198-t26_1-p1					
OG0015784				FOXG_18199-t26_1-p1					
OG0015785				FOXG_18200-t26_1-p1					
OG0015786				FOXG_18201-t26_1-p1					
OG0015787				FOXG_18202-t26_1-p1					
OG0015788				FOXG_18204-t26_1-p1					
OG0015789				FOXG_18205-t26_1-p1					
OG0015790				FOXG_18206-t26_1-p1					
OG0015791				FOXG_18207-t26_1-p1					
OG0015792				FOXG_18211-t26_1-p1					
OG0015793				FOXG_18212-t26_1-p1					
OG0015794				FOXG_18213-t26_1-p1					
OG0015795				FOXG_18213-t26_2-p1					
OG0015796				FOXG_18213-t26_3-p1					
OG0015797				FOXG_18213-t26_4-p1					
OG0015798				FOXG_18214-t26_1-p1					
OG0015799				FOXG_18216-t26_1-p1					
OG0015800				FOXG_18217-t26_1-p1					
OG0015801				FOXG_18218-t26_1-p1					
OG0015802				FOXG_18219-t26_1-p1					
OG0015803				FOXG_18223-t26_1-p1					
OG0015804				FOXG_18224-t26_1-p1					
OG0015805				FOXG_18226-t26_1-p1					
OG0015806				FOXG_18228-t26_1-p1					
OG0015807				FOXG_18229-t26_1-p1					
OG0015808				FOXG_18230-t26_1-p1					
OG0015809				FOXG_18231-t26_1-p1					
OG0015810				FOXG_18234-t26_1-p1					
OG0015811				FOXG_18236-t26_1-p1					
OG0015812				FOXG_18236-t26_2-p1					
OG0015813				FOXG_18236-t26_3-p1					
OG0015814				FOXG_18238-t26_1-p1					
OG0015815				FOXG_18240-t26_1-p1					
OG0015816				FOXG_18241-t26_1-p1					
OG0015817				FOXG_18242-t26_1-p1					
OG0015818				FOXG_18243-t26_1-p1					
OG0015819				FOXG_18245-t26_1-p1					
OG0015820				FOXG_18246-t26_1-p1					
OG0015821				FOXG_18247-t26_1-p1					
OG0015822				FOXG_18248-t26_1-p1					
OG0015823				FOXG_18251-t26_1-p1					
OG0015824				FOXG_18253-t26_1-p1					
OG0015825				FOXG_18255-t26_1-p1					
OG0015826				FOXG_18256-t26_1-p1					
OG0015827				FOXG_18257-t26_1-p1					
OG0015828				FOXG_18258-t26_1-p1					
OG0015829				FOXG_18259-t26_1-p1					
OG0015830				FOXG_18261-t26_1-p1					
OG0015831				FOXG_18262-t26_1-p1					
OG0015832				FOXG_18263-t26_1-p1					
OG0015833				FOXG_18265-t26_1-p1					
OG0015834				FOXG_18266-t26_1-p1					
OG0015835				FOXG_18267-t26_1-p1					
OG0015836				FOXG_18268-t26_1-p1					
OG0015837				FOXG_18269-t26_1-p1					
OG0015838				FOXG_18270-t26_1-p1					
OG0015839				FOXG_18271-t26_1-p1					
OG0015840				FOXG_18272-t26_1-p1					
OG0015841				FOXG_18273-t26_1-p1					
OG0015842				FOXG_18274-t26_1-p1					
OG0015843				FOXG_18275-t26_1-p1					
OG0015844				FOXG_18276-t26_1-p1					
OG0015845				FOXG_18277-t26_1-p1					
OG0015846				FOXG_18279-t26_1-p1					
OG0015847				FOXG_18280-t26_1-p1					
OG0015848				FOXG_18281-t26_1-p1					
OG0015849				FOXG_18282-t26_1-p1					
OG0015850				FOXG_18284-t26_1-p1					
OG0015851				FOXG_18287-t26_1-p1					
OG0015852				FOXG_18288-t26_1-p1					
OG0015853				FOXG_18290-t26_1-p1					
OG0015854				FOXG_18291-t26_1-p1					
OG0015855				FOXG_18291-t26_2-p1					
OG0015856				FOXG_18293-t26_1-p1					
OG0015857				FOXG_18293-t26_2-p1					
OG0015858				FOXG_18294-t26_1-p1					
OG0015859				FOXG_18295-t26_1-p1					
OG0015860				FOXG_18296-t26_1-p1					
OG0015861				FOXG_18297-t26_1-p1					
OG0015862				FOXG_18299-t26_1-p1					
OG0015863				FOXG_18300-t26_1-p1					
OG0015864				FOXG_18301-t26_1-p1					
OG0015865				FOXG_18302-t26_1-p1					
OG0015866				FOXG_18303-t26_1-p1					
OG0015867				FOXG_18304-t26_1-p1					
OG0015868				FOXG_18304-t26_2-p1					
OG0015869				FOXG_18304-t26_3-p1					
OG0015870				FOXG_18304-t26_4-p1					
OG0015871				FOXG_18305-t26_1-p1					
OG0015872				FOXG_18307-t26_1-p1					
OG0015873				FOXG_18308-t26_1-p1					
OG0015874				FOXG_18309-t26_1-p1					
OG0015875				FOXG_18311-t26_1-p1					
OG0015876				FOXG_18312-t26_1-p1					
OG0015877				FOXG_18314-t26_2-p1					
OG0015878				FOXG_18315-t26_1-p1					
OG0015879				FOXG_18316-t26_1-p1					
OG0015880				FOXG_18317-t26_1-p1					
OG0015881				FOXG_18318-t26_1-p1					
OG0015882				FOXG_18319-t26_1-p1					
OG0015883				FOXG_18320-t26_1-p1					
OG0015884				FOXG_18322-t26_1-p1					
OG0015885				FOXG_18323-t26_1-p1					
OG0015886				FOXG_18324-t26_1-p1					
OG0015887				FOXG_18325-t26_1-p1					
OG0015888				FOXG_18326-t26_1-p1					
OG0015889				FOXG_18327-t26_1-p1					
OG0015890				FOXG_18328-t26_1-p1					
OG0015891				FOXG_18329-t26_1-p1					
OG0015892				FOXG_18332-t26_1-p1					
OG0015893				FOXG_18334-t26_1-p1					
OG0015894				FOXG_18334-t26_2-p1					
OG0015895				FOXG_18335-t26_1-p1					
OG0015896				FOXG_18336-t26_1-p1					
OG0015897				FOXG_18338-t26_1-p1					
OG0015898				FOXG_18339-t26_1-p1					
OG0015899				FOXG_18340-t26_1-p1					
OG0015900				FOXG_18342-t26_1-p1					
OG0015901				FOXG_18343-t26_1-p1					
OG0015902				FOXG_18344-t26_1-p1					
OG0015903				FOXG_18345-t26_1-p1					
OG0015904				FOXG_18346-t26_1-p1					
OG0015905				FOXG_18348-t26_1-p1					
OG0015906				FOXG_18349-t26_1-p1					
OG0015907				FOXG_18355-t26_1-p1					
OG0015908				FOXG_18356-t26_1-p1					
OG0015909				FOXG_18358-t26_1-p1					
OG0015910				FOXG_18359-t26_1-p1					
OG0015911				FOXG_18364-t26_1-p1					
OG0015912				FOXG_18365-t26_1-p1					
OG0015913				FOXG_18366-t26_1-p1					
OG0015914				FOXG_18367-t26_1-p1					
OG0015915				FOXG_18368-t26_1-p1					
OG0015916				FOXG_18369-t26_1-p1					
OG0015917				FOXG_18371-t26_1-p1					
OG0015918				FOXG_18372-t26_1-p1					
OG0015919				FOXG_18373-t26_1-p1					
OG0015920				FOXG_18374-t26_1-p1					
OG0015921				FOXG_21856-t26_1-p1					
OG0015922				FOXG_21859-t26_1-p1					
OG0015923				FOXG_21860-t26_1-p1					
OG0015924				FOXG_21861-t26_1-p1					
OG0015925				FOXG_21862-t26_1-p1					
OG0015926				FOXG_21864-t26_1-p1					
OG0015927				FOXG_21864-t26_2-p1					
OG0015928				FOXG_21864-t26_3-p1					
OG0015929				FOXG_21864-t26_4-p1					
OG0015930				FOXG_21866-t26_1-p1					
OG0015931				FOXG_21867-t26_1-p1					
OG0015932				FOXG_21869-t26_1-p1					
OG0015933				FOXG_21871-t26_1-p1					
OG0015934				FOXG_21876-t26_1-p1					
OG0015935				FOXG_21877-t26_1-p1					
OG0015936				FOXG_21878-t26_1-p1					
OG0015937				FOXG_21880-t26_1-p1					
OG0015938				FOXG_21881-t26_1-p1					
OG0015939				FOXG_21882-t26_1-p1					
OG0015940				FOXG_21884-t26_1-p1					
OG0015941				FOXG_21889-t26_1-p1					
OG0015942				FOXG_21891-t26_1-p1					
OG0015943				FOXG_21893-t26_1-p1					
OG0015944				FOXG_21894-t26_1-p1					
OG0015945				FOXG_21895-t26_1-p1					
OG0015946				FOXG_21899-t26_1-p1					
OG0015947				FOXG_21902-t26_1-p1					
OG0015948				FOXG_21903-t26_1-p1					
OG0015949				FOXG_21903-t26_2-p1					
OG0015950				FOXG_21903-t26_3-p1					
OG0015951				FOXG_21903-t26_4-p1					
OG0015952				FOXG_21903-t26_5-p1					
OG0015953				FOXG_21903-t26_6-p1					
OG0015954				FOXG_21903-t26_7-p1					
OG0015955				FOXG_21903-t26_8-p1					
OG0015956				FOXG_21903-t26_9-p1					
OG0015957				FOXG_21904-t26_1-p1					
OG0015958				FOXG_21905-t26_1-p1					
OG0015959				FOXG_21908-t26_1-p1					
OG0015960				FOXG_21910-t26_1-p1					
OG0015961				FOXG_21911-t26_1-p1					
OG0015962				FOXG_21913-t26_1-p1					
OG0015963				FOXG_21914-t26_1-p1					
OG0015964				FOXG_21915-t26_1-p1					
OG0015965				FOXG_21917-t26_1-p1					
OG0015966				FOXG_21918-t26_1-p1					
OG0015967				FOXG_21919-t26_1-p1					
OG0015968				FOXG_21920-t26_1-p1					
OG0015969				FOXG_21921-t26_1-p1					
OG0015970				FOXG_21923-t26_1-p1					
OG0015971				FOXG_21925-t26_1-p1					
OG0015972				FOXG_21926-t26_1-p1					
OG0015973				FOXG_21926-t26_2-p1					
OG0015974				FOXG_21926-t26_3-p1					
OG0015975				FOXG_21928-t26_1-p1					
OG0015976				FOXG_21929-t26_1-p1					
OG0015977				FOXG_06946-t26_1-p1					
OG0015978				FOXG_06952-t26_1-p1					
OG0015979				FOXG_06953-t26_1-p1					
OG0015980				FOXG_06956-t26_1-p1					
OG0015981				FOXG_06959-t26_1-p1					
OG0015982				FOXG_06961-t26_1-p1					
OG0015983				FOXG_06962-t26_1-p1					
OG0015984				FOXG_06963-t26_1-p1					
OG0015985				FOXG_06966-t26_1-p1					
OG0015986				FOXG_06970-t26_1-p1					
OG0015987				FOXG_06973-t26_1-p1					
OG0015988				FOXG_06976-t26_1-p1					
OG0015989				FOXG_06981-t26_1-p1					
OG0015990				FOXG_06986-t26_1-p1					
OG0015991				FOXG_06986-t26_2-p1					
OG0015992				FOXG_06988-t26_1-p1					
OG0015993				FOXG_06989-t26_1-p1					
OG0015994				FOXG_06990-t26_1-p1					
OG0015995				FOXG_06996-t26_1-p1					
OG0015996				FOXG_06997-t26_1-p1					
OG0015997				FOXG_07002-t26_1-p1					
OG0015998				FOXG_07002-t26_2-p1					
OG0015999				FOXG_07003-t26_1-p1					
OG0016000				FOXG_07004-t26_1-p1					
OG0016001				FOXG_07005-t26_1-p1					
OG0016002				FOXG_07006-t26_1-p1					
OG0016003				FOXG_07012-t26_1-p1					
OG0016004				FOXG_07016-t26_1-p1					
OG0016005				FOXG_07021-t26_1-p1					
OG0016006				FOXG_07023-t26_1-p1					
OG0016007				FOXG_07023-t26_2-p1					
OG0016008				FOXG_07026-t26_1-p1					
OG0016009				FOXG_07033-t26_1-p1					
OG0016010				FOXG_07036-t26_1-p1					
OG0016011				FOXG_07039-t26_1-p1					
OG0016012				FOXG_07040-t26_1-p1					
OG0016013				FOXG_07041-t26_1-p1					
OG0016014				FOXG_07042-t26_1-p1					
OG0016015				FOXG_07045-t26_1-p1					
OG0016016				FOXG_07048-t26_1-p1					
OG0016017				FOXG_07049-t26_1-p1					
OG0016018				FOXG_07050-t26_1-p1					
OG0016019				FOXG_07051-t26_1-p1					
OG0016020				FOXG_07052-t26_1-p1					
OG0016021				FOXG_07053-t26_1-p1					
OG0016022				FOXG_07054-t26_1-p1					
OG0016023				FOXG_07056-t26_1-p1					
OG0016024				FOXG_07057-t26_1-p1					
OG0016025				FOXG_07061-t26_1-p1					
OG0016026				FOXG_07063-t26_1-p1					
OG0016027				FOXG_07063-t26_2-p1					
OG0016028				FOXG_07065-t26_1-p1					
OG0016029				FOXG_07067-t26_1-p1					
OG0016030				FOXG_07068-t26_1-p1					
OG0016031				FOXG_07071-t26_1-p1					
OG0016032				FOXG_07073-t26_1-p1					
OG0016033				FOXG_07076-t26_1-p1					
OG0016034				FOXG_07077-t26_1-p1					
OG0016035				FOXG_07079-t26_1-p1					
OG0016036				FOXG_07080-t26_1-p1					
OG0016037				FOXG_07082-t26_1-p1					
OG0016038				FOXG_07084-t26_1-p1					
OG0016039				FOXG_07085-t26_1-p1					
OG0016040				FOXG_07087-t26_1-p1					
OG0016041				FOXG_07089-t26_1-p1					
OG0016042				FOXG_07091-t26_1-p1					
OG0016043				FOXG_07092-t26_1-p1					
OG0016044				FOXG_07097-t26_1-p1					
OG0016045				FOXG_07103-t26_1-p1					
OG0016046				FOXG_07105-t26_1-p1					
OG0016047				FOXG_07107-t26_1-p1					
OG0016048				FOXG_07107-t26_2-p1					
OG0016049				FOXG_07107-t26_3-p1					
OG0016050				FOXG_07107-t26_4-p1					
OG0016051				FOXG_07107-t26_5-p1					
OG0016052				FOXG_07110-t26_1-p1					
OG0016053				FOXG_07113-t26_1-p1					
OG0016054				FOXG_07115-t26_1-p1					
OG0016055				FOXG_07118-t26_1-p1					
OG0016056				FOXG_07119-t26_1-p1					
OG0016057				FOXG_07126-t26_1-p1					
OG0016058				FOXG_07127-t26_1-p1					
OG0016059				FOXG_07128-t26_1-p1					
OG0016060				FOXG_07129-t26_1-p1					
OG0016061				FOXG_07130-t26_1-p1					
OG0016062				FOXG_07136-t26_1-p1					
OG0016063				FOXG_07138-t26_1-p1					
OG0016064				FOXG_07140-t26_1-p1					
OG0016065				FOXG_07143-t26_1-p1					
OG0016066				FOXG_07145-t26_1-p1					
OG0016067				FOXG_07146-t26_1-p1					
OG0016068				FOXG_07156-t26_1-p1					
OG0016069				FOXG_07175-t26_1-p1					
